"logFC" "logCPM" "F" "PValue"
"EleInSChr1g000440-mRNA-1" -0.191026121524995 5.49395599821324 7.58656083437169 0.0136149485665135
"EleInSChr1g000450-mRNA-1" 0.0824233568431869 4.39955085048919 1.61572090585715 0.220942315306471
"EleInSChr1g000460-mRNA-1" -0.250716240296912 2.44101792784793 1.79564260040606 0.198016303159125
"EleInSChr1g000520-mRNA-1" 0.0504809161343999 5.11694185304174 0.142542749344621 0.710475358207668
"EleInSChr1g000550-mRNA-1" 0.389097106462483 3.26894113451414 8.15831856603098 0.0109922536087581
"EleInSChr1g000630-mRNA-1" 0.208053459015898 0.783866866677737 2.20085358735177 0.15638205511093
"EleInSChr1g000600-mRNA-1" -1.04937784321794 -0.946520785368614 7.25894547033672 0.0154348813540622
"EleInSChr1g000570-mRNA-1" -0.784820491368371 0.736803973957294 19.6063441882181 0.000375053904706785
"EleInSChr1g000530-mRNA-1" 0.361103190199525 6.44208879190056 37.0770170964186 1.24607961730304e-05
"EleInSChr1g000540-mRNA-1" 0.0399413497731683 3.51501133369178 0.294639322399584 0.594364377404918
"EleInSChr1g000590-mRNA-1" 2.0140469168994 0.52684308266999 22.0212121708384 0.000213717085766132
"EleInSChr1g000580-mRNA-1" 0.040856060148417 4.20137622974794 0.317128821322621 0.580748700409982
"EleInSChr1g000710-mRNA-1" -0.250023765828618 6.5766248776214 9.77781802256683 0.00618522524104176
"EleInSChr1g000680-mRNA-1" -0.114168905112103 3.51507850574263 1.98167742084178 0.177378869621137
"EleInSChr1g000690-mRNA-1" 0.0415142158391741 1.45902787382938 0.0112828840349068 0.916660317371496
"EleInSChr1g000700-mRNA-1" -0.122362331734718 6.54367528101522 4.23044192088083 0.0555151222155621
"EleInSChr1g000740-mRNA-1" -1.52878390639436 -0.072076565914574 24.211907433663 0.000132375179367449
"EleInSChr1g000910-mRNA-1" -4.46879725992741 -1.03869352971697 34.4700559166386 1.91123919567045e-05
"EleInSChr1g000810-mRNA-1" -1.30671893000562 2.42025669554321 30.1729775490365 4.07336766917635e-05
"EleInSChr1g000930-mRNA-1" -0.0828483122253285 2.86531928088208 0.0390533923622196 0.84570518730712
"EleInSChr1g000820-mRNA-1" 0.267607101608615 4.90753001426619 4.83118260463248 0.0422082748195187
"EleInSChr1g000890-mRNA-1" 0.0443317454716365 4.16483222848497 0.0210407163566634 0.886387530376025
"EleInSChr1g000790-mRNA-1" 0.620711890631931 8.61513992498575 8.07155632760831 0.0113505657728377
"EleInSChr1g000880-mRNA-1" 0.141619727479444 4.17547593070421 1.28249617824524 0.273280121008728
"EleInSChr1g000950-mRNA-1" 0.142495935913534 1.95263402454374 1.21815604574995 0.285222485595926
"EleInSChr1g000860-mRNA-1" -0.540908809685943 0.208991088344204 8.77275089378063 0.00879224006813858
"EleInSChr1g000800-mRNA-1" -0.159432811759889 7.435160778865 0.741682838326647 0.40120118253796
"EleInSChr1g000830-mRNA-1" -0.745600674249423 5.87749704770675 83.3088636542357 6.20415954958577e-08
"EleInSChr1g000970-mRNA-1" 0.1935184276513 -1.51330976741753 0.123229767355221 0.729904529760673
"EleInSChr1g001010-mRNA-1" 0.227645589344638 1.19774673681214 0.733183631154864 0.403855626234422
"EleInSChr1g001080-mRNA-1" -1.54709096032468 -0.901016293791629 9.12919369375023 0.00774677777847415
"EleInSChr1g000980-mRNA-1" -0.43496838762457 5.47285771324947 6.68226002593191 0.019353371556829
"EleInSChr1g000990-mRNA-1" -0.748940300911808 6.79735989252882 85.0407338740082 5.36110821778396e-08
"EleInSChr1g001000-mRNA-1" 0.48181454707123 8.72412026226682 13.3268578057557 0.00200130006539018
"EleInSChr1g001100-mRNA-1" 0.243763525161311 0.952724658430778 1.27261832354542 0.275069414645856
"EleInSChr1g001120-mRNA-1" 0.728219614385635 3.19372142925247 5.21717605807956 0.0356047268437514
"EleInSChr1g001130-mRNA-1" 2.09151950075984 3.75819663070232 102.884515704423 1.35762825551914e-08
"EleInSChr1g001140-mRNA-1" 0.187639275981543 0.934863761439524 1.04678800565081 0.320700646837076
"EleInSChr1g001230-mRNA-1" 0.144857396114638 -1.29313382569812 0.208729771623903 0.653594413180597
"EleInSChr1g001190-mRNA-1" 0.271741844250617 0.359729241046992 0.89154181843982 0.358391392499776
"EleInSChr1g001150-mRNA-1" -0.725871221901049 0.0201142749436877 7.19458088646278 0.0158240891658812
"EleInSChr1g001170-mRNA-1" -1.84553205990151 1.02028871127429 89.3832776890574 3.75741415944942e-08
"EleInSChr1g001220-mRNA-1" -0.655293274808105 1.60041576881554 6.25286940482645 0.0230134438718225
"EleInSChr1g001180-mRNA-1" 0.444768214635622 1.34532853728078 1.24243423211622 0.280635258305828
"EleInSChr1g001260-mRNA-1" 1.75117602554223 4.14028521213884 23.5338101418997 0.000153081004070801
"EleInSChr1g001270-mRNA-1" 2.31652343888037 3.39236542802494 8.40962116747609 0.0100246800549478
"EleInSChr1g001280-mRNA-1" 0.332528768625564 6.21152210401738 25.8400919948798 9.43269715043383e-05
"EleInSChr1g001240-mRNA-1" 0.159332765924491 6.61244745236493 0.802505909863952 0.382953719255417
"EleInSChr1g001250-mRNA-1" 0.524763358768796 6.00229508274091 3.94628526650398 0.0634717431258451
"EleInSChr1g001290-mRNA-1" -0.015088610593654 8.57745287078482 0.031360229576513 0.86154846669828
"EleInSChr1g001360-mRNA-1" 0.726095496312872 0.95967764363338 3.37018701458483 0.08408153865178
"EleInSChr1g001300-mRNA-1" 0.290297407475882 8.47486392987338 2.859617044125 0.109223907923042
"EleInSChr1g001320-mRNA-1" 0.505973138259347 0.853884992761886 3.00113117780102 0.101452781781455
"EleInSChr1g001350-mRNA-1" 0.769592457201155 0.990644869808646 19.5866714073858 0.000376837183134583
"EleInSChr1g001370-mRNA-1" 0.471929701224307 5.38945587831691 4.93264199699074 0.0403449820828837
"EleInSChr1g001380-mRNA-1" 0.307345712071066 4.01107097242177 20.4197247320334 0.00030899028747958
"EleInSChr1g001390-mRNA-1" -0.428267690863432 4.08111399341589 6.54340787585539 0.0204588989060141
"EleInSChr1g001450-mRNA-1" -0.218833942721889 0.971365208428806 1.00026773610579 0.331380353769828
"EleInSChr1g001410-mRNA-1" -0.0244989685836396 4.92236981745137 0.139890083091178 0.713050929595446
"EleInSChr1g001400-mRNA-1" 0.0919353499904699 -0.321792043013736 0.0492160068351503 0.827097222265675
"EleInSChr1g001540-mRNA-1" 0.190530396512893 5.16306439699402 3.50703496436985 0.0785503595857265
"EleInSChr1g001460-mRNA-1" -0.232265817685598 2.96308054185236 9.37484284906686 0.0071081466690435
"EleInSChr1g001480-mRNA-1" 0.299900403681333 5.35826991000265 25.2783002914086 0.000105861702401667
"EleInSChr1g001490-mRNA-1" 0.21258463960622 5.79426904772181 9.60280019265193 0.00656831970450076
"EleInSChr1g001500-mRNA-1" 0.0761006420042373 1.5432304491705 0.0439867418152484 0.836390942203348
"EleInSChr1g001510-mRNA-1" -0.796005019063374 7.17396232218636 20.311286368199 0.000316992812060883
"EleInSChr1g001550-mRNA-1" -0.396012277644986 3.90714217571586 10.5183785155221 0.00482075863610578
"EleInSChr1g001620-mRNA-1" -0.156105966000647 3.07360153691994 1.75339671334623 0.203117148446113
"EleInSChr1g001630-mRNA-1" -0.245885289336703 4.32634959130551 4.62900185740254 0.0462256282539067
"EleInSChr1g001640-mRNA-1" -0.32599286945416 5.10244633484047 4.14084998840972 0.0578914192671996
"EleInSChr1g001660-mRNA-1" -0.834502704494547 6.97121684532214 72.8571043233766 1.58769185435261e-07
"EleInSChr1g001730-mRNA-1" 0.0321973032813296 0.862279824981991 0.0199660550470496 0.889306027766465
"EleInSChr1g001720-mRNA-1" 0.0770486533068056 1.40610400981466 0.0619941641294246 0.80637831031205
"EleInSChr1g001700-mRNA-1" -0.159640711371167 5.20402196599981 2.58316757649623 0.126564363204468
"EleInSChr1g001690-mRNA-1" 0.314621211171919 5.90205144573545 26.1224463928734 8.90666347394342e-05
"EleInSChr1g001710-mRNA-1" -0.00198665099126578 -0.882766924892472 2.15454117595334e-05 0.996350933550234
"EleInSChr1g001780-mRNA-1" 0.55092955845637 2.0453723917434 16.8818351140621 0.00074371048517366
"EleInSChr1g001750-mRNA-1" 1.19764214881921 1.8650225115134 38.0177087487435 1.07344603924586e-05
"EleInSChr1g001760-mRNA-1" 0.241375747475799 5.15886039725348 2.55532393053503 0.128488479562662
"EleInSChr1g001770-mRNA-1" -0.345362324462869 8.38346920749532 5.66267133756251 0.0294105390876198
"EleInSChr1g001790-mRNA-1" -1.63346529240855 6.51042192604687 40.6620014204951 7.15605223639903e-06
"EleInSChr1g001840-mRNA-1" -0.454168103742565 2.2491659763918 2.07923621562083 0.167627785346684
"EleInSChr1g001850-mRNA-1" 0.0626622339550595 0.0766715642222051 0.111680067469766 0.742359146497401
"EleInSChr1g001810-mRNA-1" -0.18119403543915 5.48986384388395 11.2238449686827 0.00382940623624195
"EleInSChr1g001830-mRNA-1" -0.75448813220712 3.6037847023371 9.93510781903784 0.00586236373644665
"EleInSChr1g001880-mRNA-1" 0.224540635416841 4.76777107800597 15.8828742337085 0.000970483281337822
"EleInSChr1g001910-mRNA-1" 0.292745778262929 4.80227321348931 14.9152925454963 0.00126671861700845
"EleInSChr1g001890-mRNA-1" 0.200833409726736 4.5216320343159 9.50897285373662 0.00678469472045562
"EleInSChr1g001970-mRNA-1" 0.0451157827758326 2.3551905948241 0.0545953523776022 0.81806429979192
"EleInSChr1g001920-mRNA-1" 0.103256719129635 7.30865239135894 0.238503612746936 0.631578166728757
"EleInSChr1g001940-mRNA-1" 0.165222868346437 -1.40399369847549 0.299673086125238 0.591258932885274
"EleInSChr1g001950-mRNA-1" -0.533288525492402 0.341402814235764 3.98428322225579 0.0623343276608633
"EleInSChr1g001900-mRNA-1" -0.585948200186669 1.0068378534039 4.40649252138587 0.0511677805940163
"EleInSChr1g001980-mRNA-1" 0.604779990023186 0.878506236722483 5.02725507361396 0.0386923908728577
"EleInSChr1g002080-mRNA-1" -1.06816967670473 1.80283235560421 14.283892706325 0.00151456390263386
"EleInSChr1g001990-mRNA-1" 0.0526299164680657 5.71514546596268 0.705981842942983 0.412534815495983
"EleInSChr1g002000-mRNA-1" -0.360781147013933 4.03211055606202 2.88914582638509 0.107545314398939
"EleInSChr1g002010-mRNA-1" -0.377583151535535 6.42110990833744 9.89418770168925 0.00594448721030507
"EleInSChr1g002030-mRNA-1" -0.0374028581111538 4.06958632955251 0.177946189501502 0.678472332557624
"EleInSChr1g002020-mRNA-1" -0.0638366344586014 7.11174700446969 0.662659758964848 0.426967438239612
"EleInSChr1g002050-mRNA-1" -0.105857465728648 -0.519373585964203 0.0336085780189329 0.856727836792546
"EleInSChr1g002150-mRNA-1" 1.37765847852371 -0.657499379868157 16.3692495593468 0.000851606797244674
"EleInSChr1g002180-mRNA-1" -0.859407879624502 0.988565156293873 26.2529647977879 8.67467800402615e-05
"EleInSChr1g002160-mRNA-1" -0.225952838092876 -0.406462720620323 0.106713775819354 0.747936094556986
"EleInSChr1g002120-mRNA-1" 1.04546127540988 5.46679962291818 59.3046244447496 6.43353953812019e-07
"EleInSChr1g002170-mRNA-1" 1.88127874454217 2.25481003306549 126.34054434691 2.96903827070992e-09
"EleInSChr1g002090-mRNA-1" -0.286720029827739 3.18454535284741 7.5770716058129 0.0136641049676142
"EleInSChr1g002130-mRNA-1" -0.211049777558102 2.45791658265285 2.87915069293584 0.108110025575124
"EleInSChr1g002140-mRNA-1" 0.0574726957680171 8.31326438920536 0.443380362284108 0.514500627336895
"EleInSChr1g002100-mRNA-1" 0.122482643687427 3.78983284955994 1.23039851340919 0.282896811692551
"EleInSChr1g002200-mRNA-1" 0.561625893412558 -1.38818201128832 1.90111388099157 0.185968216878109
"EleInSChr1g002110-mRNA-1" 0.0492928748458593 7.27447760556785 0.0983824512943436 0.757625691981554
"EleInSChr1g002190-mRNA-1" -0.488236820436848 0.129815671257138 4.98417387524225 0.039435016869236
"EleInSChr1g002260-mRNA-1" 0.710135800711264 -0.412652570477561 8.43722934399286 0.00992439683086098
"EleInSChr1g002210-mRNA-1" 0.603106320649541 3.00481016002279 38.8272432183436 9.4613761203418e-06
"EleInSChr1g002240-mRNA-1" 0.771978957268063 0.481078000604149 7.26869446357062 0.0153768843855334
"EleInSChr1g002250-mRNA-1" -1.16328105588905 1.12292524454253 22.770845399203 0.000180836916979098
"EleInSChr1g002220-mRNA-1" 0.318605349035947 7.19011390072339 2.20922876006588 0.155642319014411
"EleInSChr1g002230-mRNA-1" -0.212128959388155 2.72496677195561 3.2002930575266 0.0916006015286855
"EleInSChr1g002310-mRNA-1" 0.162333075648487 6.57320103363402 3.36295970274016 0.0843861911462383
"EleInSChr1g002280-mRNA-1" -0.22891400894151 6.9424296784605 3.28799489806365 0.0876242341929799
"EleInSChr1g002290-mRNA-1" -0.560921931533037 3.67945831001251 22.5614935400767 0.000189409425557787
"EleInSChr1g002300-mRNA-1" -1.32762908108177 5.27596306147754 31.90829144096 2.97597093645217e-05
"EleInSChr1g002330-mRNA-1" -0.685282296716287 -0.592034113322941 3.95066326900444 0.0633394674480072
"EleInSChr1g002350-mRNA-1" -0.00911864521640344 5.14732832696479 0.00654256168078409 0.936484666697579
"EleInSChr1g002320-mRNA-1" -0.126643489994542 0.425398315529798 0.198385735149339 0.661691340840554
"EleInSChr1g002390-mRNA-1" 0.0543021636174633 3.04298746308421 0.162965112180753 0.691513610432976
"EleInSChr1g002400-mRNA-1" 4.56684846664458 1.04944367671125 119.605355459337 4.46996745286074e-09
"EleInSChr1g002360-mRNA-1" -0.164607673217803 1.1940155507884 0.73832996446743 0.402245148364777
"EleInSChr1g002410-mRNA-1" 0.564528270809019 3.56234091401834 37.3391304232852 1.19504213758991e-05
"EleInSChr1g002370-mRNA-1" -0.815007082742205 -0.497555013597402 2.78287994065549 0.11373474539117
"EleInSChr1g002380-mRNA-1" 0.141880495176547 5.54925320021767 1.66097352042936 0.214870901152017
"EleInSChr1g002450-mRNA-1" -0.804525039257154 -0.118207894502883 8.59193747642281 0.00938303588960374
"EleInSChr1g002420-mRNA-1" -0.593519202044915 6.92224392503334 2.40741218644799 0.139324126010667
"EleInSChr1g002430-mRNA-1" -0.0706565739898989 3.10622760993858 0.502539971189297 0.488070738150251
"EleInSChr1g002480-mRNA-1" 0.346688762096949 2.37616485252368 6.60821362270309 0.01993420301771
"EleInSChr1g002490-mRNA-1" 0.450924092664321 1.20139168779248 9.85233361549196 0.00602983198432392
"EleInSChr1g002470-mRNA-1" 0.336109686751315 0.988897180604798 1.05098452648692 0.319761055045224
"EleInSChr1g002570-mRNA-1" 0.0788977349900526 4.50149824218663 1.02414047341415 0.325838576262492
"EleInSChr1g002530-mRNA-1" -0.143579542058595 5.73211403671295 5.39106457408822 0.0330239382859146
"EleInSChr1g002580-mRNA-1" -0.185134365053791 6.73721799177653 3.78210333792294 0.0686733136716199
"EleInSChr1g002600-mRNA-1" -0.0724775908025247 5.67263136782468 0.266414892460672 0.612448006606903
"EleInSChr1g002590-mRNA-1" -0.45113147528487 3.92034748202177 15.9111211649037 0.000963090639116712
"EleInSChr1g002540-mRNA-1" -0.385550140078113 5.11409561954482 0.646664136709863 0.43249767466462
"EleInSChr1g002550-mRNA-1" 0.0914919343057808 6.5687569562199 1.82034293946585 0.195108761282194
"EleInSChr1g002610-mRNA-1" 0.0876067333994385 3.03311558965298 0.176242459551787 0.679921947131484
"EleInSChr1g002620-mRNA-1" -2.03670039990419 0.43146225542596 5.33468806755914 0.0338363584100142
"EleInSChr1g002630-mRNA-1" -0.0788030292496662 6.76167779774309 0.544088142808382 0.470882639837744
"EleInSChr1g002640-mRNA-1" -0.134002797918905 5.92969579449719 3.80550237275585 0.0679023764756007
"EleInSChr1g002650-mRNA-1" 0.562157884590072 3.05070879995438 18.993836237267 0.000435310091869491
"EleInSChr1g002770-mRNA-1" 0.403741797246578 0.76936622893312 3.68535802931766 0.0719714925859489
"EleInSChr1g002730-mRNA-1" 0.115651390815913 1.7584955303035 0.541277524033868 0.47201280610619
"EleInSChr1g002740-mRNA-1" 0.0644787929020044 4.42403917271227 0.239523399466971 0.63085509425178
"EleInSChr1g002680-mRNA-1" 0.576098699746988 1.47151801001702 0.332660508288183 0.571715529522394
"EleInSChr1g002690-mRNA-1" -0.375206851895191 5.27200784217859 11.5111007522105 0.00349338294791226
"EleInSChr1g002700-mRNA-1" 0.119704375252876 5.77449730107295 0.947020263396713 0.344230916737143
"EleInSChr1g002750-mRNA-1" 0.078056228495029 0.627738175010833 0.24037178215438 0.630255019497252
"EleInSChr1g002710-mRNA-1" 0.506310382837051 6.22984394299294 24.1703298746722 0.000133550251232035
"EleInSChr1g002760-mRNA-1" 0.6428228928655 1.93834825734069 15.3895493780447 0.00111044705206713
"EleInSChr1g002720-mRNA-1" -0.0435195204446235 2.21794014304166 0.0741292370199631 0.78872211901867
"EleInSChr1g002780-mRNA-1" -0.121663238481135 0.799541816583264 0.370108056727894 0.551051655728146
"EleInSChr1g002900-mRNA-1" -0.0406132477569839 3.17080007339055 0.191928819400562 0.666875675174766
"EleInSChr1g002910-mRNA-1" -0.373983106210139 6.51254962052888 8.65655911142652 0.00916687434099224
"EleInSChr1g002920-mRNA-1" -0.18126512828782 1.46576891753661 0.441980915519841 0.515156582481436
"EleInSChr1g002930-mRNA-1" 0.00294469259401228 4.44474208430453 0.00258148135319047 0.960075210699103
"EleInSChr1g002860-mRNA-1" -0.28406675760595 3.69214384927742 2.20760110902097 0.155785744179985
"EleInSChr1g002870-mRNA-1" -0.74218482299936 3.68094523123266 5.3567868656873 0.0335151958446058
"EleInSChr1g002880-mRNA-1" 0.116389795570793 5.3731159644 0.280653958428937 0.603177957125928
"EleInSChr1g002890-mRNA-1" 0.355761060289061 1.91749136285767 2.22762610448247 0.15403239749428
"EleInSChr1g002940-mRNA-1" -0.053948944967002 2.63649819312655 0.185005900428059 0.67255186404809
"EleInSChr1g002970-mRNA-1" -0.47256203216802 0.324981608219327 0.271012983417156 0.60942046422369
"EleInSChr1g003030-mRNA-1" 0.163263626145057 -0.0943693556503732 0.471399027983376 0.501676058188821
"EleInSChr1g002980-mRNA-1" 0.299135670064065 4.68129959576443 15.0478944952133 0.00122066899010115
"EleInSChr1g003090-mRNA-1" 0.203189739337916 1.61917261798659 1.75331108875903 0.203127654624533
"EleInSChr1g003120-mRNA-1" -0.00505193019421452 -0.88957755318466 0.000122487099815947 0.991299548125378
"EleInSChr1g003110-mRNA-1" -0.629680188679356 0.769553678546311 8.19287925800519 0.0108531097117381
"EleInSChr1g003050-mRNA-1" -0.568807218881985 1.18766569560485 14.3217982999774 0.00149823376753277
"EleInSChr1g003080-mRNA-1" -0.0584427539612887 7.93284781616457 0.207380685551235 0.654636400354105
"EleInSChr1g003060-mRNA-1" 0.948451806137282 0.217008790630692 15.3886752480587 0.00111071439167531
"EleInSChr1g003070-mRNA-1" 0.0840293686759202 7.01624868705304 0.556062759804049 0.466118045835538
"EleInSChr1g003160-mRNA-1" -0.15223845129424 3.75477091305477 4.49497749568098 0.0491325391141974
"EleInSChr1g003140-mRNA-1" 0.0216140150727896 6.00328819116181 0.0473376255962228 0.830373063319617
"EleInSChr1g003170-mRNA-1" -0.115278484191288 5.04876311287915 2.41498373035388 0.138743165400346
"EleInSChr1g003180-mRNA-1" 0.0598660401679117 6.43011641331876 0.243429900538923 0.628102898031899
"EleInSChr1g003150-mRNA-1" -0.178054567760398 4.71866812937445 2.97505217612818 0.102834060304361
"EleInSChr1g003230-mRNA-1" 0.215596410677089 3.34118693939489 3.75393612307753 0.0696149692092687
"EleInSChr1g003260-mRNA-1" 0.167630753673961 2.95841745406094 1.94729556462047 0.180982633643897
"EleInSChr1g003290-mRNA-1" 0.548726776416747 0.433068284124939 5.5697718535022 0.0305928547056758
"EleInSChr1g003250-mRNA-1" -0.869350541227799 3.7706927802508 20.9141065803112 0.000275264877800076
"EleInSChr1g003270-mRNA-1" -0.510534593552079 3.86049928761024 20.1822571716607 0.000326819346109139
"EleInSChr1g003280-mRNA-1" 0.52349310346197 1.21598030123403 3.54700733928136 0.0770162900619554
"EleInSChr1g003310-mRNA-1" 0.0897920293131849 4.39336029337272 1.52341880523443 0.234025720344155
"EleInSChr1g003420-mRNA-1" -0.363621224064953 3.30701319015022 6.22046891080692 0.0233202520984074
"EleInSChr1g003380-mRNA-1" 0.500014540272863 0.946994693159964 2.51644378071742 0.131234752601712
"EleInSChr1g003320-mRNA-1" 0.430209891839558 0.0742290782407525 2.02928313059806 0.172535164212194
"EleInSChr1g003410-mRNA-1" 0.363205407866598 -0.20449624899352 1.22348420127011 0.284207149802382
"EleInSChr1g003390-mRNA-1" -0.559516273402223 5.06566361847322 40.7052559006432 7.10988460330776e-06
"EleInSChr1g003330-mRNA-1" 0.0698200091693917 3.94763665110649 0.539037881890787 0.472916651939017
"EleInSChr1g003340-mRNA-1" 0.172735430264691 3.44414311198809 4.97415855113377 0.0396100033727562
"EleInSChr1g003350-mRNA-1" -0.158866051077306 4.19088644355704 1.50086700665646 0.237373536207794
"EleInSChr1g003360-mRNA-1" -0.288473743235321 5.46763504750948 10.2361860846333 0.00529603899447015
"EleInSChr1g003400-mRNA-1" -8.02927203667076 2.56323146091532 314.836432420076 2.41247192922603e-12
"EleInSChr1g003490-mRNA-1" 0.270394063350669 1.04118427663646 3.13322750562822 0.0947859209264351
"EleInSChr1g003540-mRNA-1" 0.130915145668803 1.9845885552264 0.686149156731116 0.419045936185688
"EleInSChr1g003470-mRNA-1" -0.234645581736976 3.0437594634363 1.61396521543047 0.221182271532416
"EleInSChr1g003450-mRNA-1" 0.0497159750259491 5.70053140517913 0.333949790401449 0.570978502856417
"EleInSChr1g003430-mRNA-1" 0.0240926860994378 4.05166488319032 0.155057731307069 0.698682093644467
"EleInSChr1g003500-mRNA-1" -0.834137353349604 6.30775804792802 20.3310012584463 0.000315520766886166
"EleInSChr1g003480-mRNA-1" -0.891876818027232 6.49562895821623 23.526650394533 0.000153318180037131
"EleInSChr1g003440-mRNA-1" 0.00762515926841815 5.54638517477963 0.00282917466389056 0.958205509608147
"EleInSChr1g003460-mRNA-1" 0.133268267618667 7.3054690249828 3.46996739682182 0.0800051389949709
"EleInSChr1g003550-mRNA-1" -0.117625933799483 5.93971046684011 4.16712291943181 0.0571825238759371
"EleInSChr1g003560-mRNA-1" -0.282081887264255 2.93251925221542 5.74856499282582 0.0283637726442021
"EleInSChr1g003660-mRNA-1" 0.0208894045197834 6.0224786597502 0.0216586621958335 0.884743785560681
"EleInSChr1g003570-mRNA-1" 0.00657764989384247 4.08405499664428 0.00868734461888048 0.926838270212542
"EleInSChr1g003580-mRNA-1" 0.0395986590016421 4.46082186631523 0.150114613874602 0.703271904513426
"EleInSChr1g003590-mRNA-1" -0.620908967015376 1.52371259699839 7.86274061842305 0.0122685520130392
"EleInSChr1g003600-mRNA-1" 1.39025557067508 1.02669032878651 13.1160156480869 0.00213083961222434
"EleInSChr1g003650-mRNA-1" 0.3663221402358 0.877299681911855 1.5303382319397 0.233010810004818
"EleInSChr1g003610-mRNA-1" 1.72425860281045 3.51014651779678 94.2240517467518 2.57135043877809e-08
"EleInSChr1g003680-mRNA-1" 0.308427093599557 4.99610772461003 4.93766782404011 0.0402551774973565
"EleInSChr1g003690-mRNA-1" 0.0673370473260805 8.17195421451327 0.512199677468114 0.483980023424034
"EleInSChr1g003700-mRNA-1" 0.347505603304723 6.77916759200776 6.29157121596496 0.0226529905674331
"EleInSChr1g003720-mRNA-1" 0.188331704053179 4.19742042412172 4.73273655597163 0.0441117534325528
"EleInSChr1g003710-mRNA-1" 1.26929152563057 -0.313372989338949 8.1793666678608 0.0109072732883344
"EleInSChr1g003790-mRNA-1" 0.247687359353348 0.258385788722186 0.586438874949264 0.454384514576314
