Chr2	43792151	43806708	Chr7	10789727	10775187	color=purple
Chr3	1347969	1362498	Chr7	18615858	18601328	color=purple
Chr3	1347968	1362497	Chr7	7297242	7282717	color=purple
Chr3	45837370	45851901	Chr7	9678866	9664329	color=purple
Chr3	48601586	48616094	Chr7	3680023	3665491	color=purple
Chr8	1157434	1171965	Chr7	9678870	9664324	color=purple
Chr8	14986278	15000831	Chr7	24834405	24819856	color=purple
Chr8	24589661	24604217	Chr7	24834405	24819855	color=purple
Chr8	27148558	27163175	Chr7	32307362	32292737	color=purple
Chr8	45302269	45316807	Chr7	28669783	28655219	color=purple
Chr8	46037318	46051889	Chr7	9678866	9664328	color=purple
Chr2	6364482	6379024	Chr8	18962355	18947814	color=purple
Chr2	6364482	6379024	Chr8	24750661	24736118	color=purple
Chr2	6364481	6379024	Chr8	21238735	21224191	color=purple
Chr2	6364482	6379024	Chr8	26540183	26525640	color=purple
Chr2	6364481	6379024	Chr8	19989647	19975101	color=purple
Chr2	25578498	25593051	Chr8	15000831	14986277	color=purple
Chr3	1347969	1362497	Chr8	39001188	38986642	color=purple
Chr3	1347969	1362498	Chr8	46051888	46037317	color=purple
Chr3	13188145	13202685	Chr8	14210896	14196375	color=purple
Chr3	13188144	13202685	Chr8	14406887	14392328	color=purple
Chr3	13188144	13202685	Chr8	21395528	21380954	color=purple
Chr6	10694580	10709132	Chr8	33169490	33154935	color=purple
Chr6	10694578	10709133	Chr8	39001190	38986641	color=purple
Chr6	10694580	10709132	Chr8	46051888	46037318	color=purple
Chr6	10694580	10709132	Chr8	14406886	14392328	color=purple
Chr6	21454140	21468685	Chr8	24604216	24589661	color=purple
Chr6	32169282	32183899	Chr8	27163176	27148558	color=purple
Chr6	33307568	33322118	Chr8	24604216	24589662	color=purple
Chr1	13019152	13033676	Chr8	33169490	33154935	color=purple
Chr1	39468251	39482820	Chr8	45316808	45302269	color=purple
Chr1	46147417	46161956	Chr8	46051888	46037317	color=purple
Chr1	46147416	46161955	Chr8	39001189	38986642	color=purple
Chr1	53170683	53185229	Chr8	45976111	45961595	color=purple
Chr1	53170681	53185230	Chr8	39001191	38986641	color=purple
Chr1	53433963	53448491	Chr8	9198303	9183703	color=purple
Chr1	53433962	53448492	Chr8	21395528	21380953	color=purple
Chr1	53433963	53448491	Chr8	14210896	14196375	color=purple
Chr7	9664324	9678870	Chr8	1171965	1157434	color=purple
Chr7	9664328	9678866	Chr8	46051889	46037318	color=purple
Chr7	24819855	24834405	Chr8	24604217	24589661	color=purple
Chr7	28655219	28669783	Chr8	45316807	45302269	color=purple
Chr7	32292737	32307362	Chr8	27163175	27148558	color=purple
Chr5	4975720	4990262	Chr8	21500746	21486202	color=purple
Chr5	10537272	10551826	Chr8	45316808	45302269	color=purple
Chr5	29745703	29760255	Chr8	24604216	24589661	color=purple
Chr5	29745702	29760255	Chr8	15000832	14986278	color=purple
Chr5	41713525	41728033	Chr8	46051879	46037317	color=purple
Chr5	41833248	41847765	Chr8	46051889	46037318	color=purple
Chr4	28449239	28463829	Chr8	24083893	24069338	color=purple
Chr4	40812797	40827352	Chr8	39001188	38986632	color=purple
Chr4	40812797	40827344	Chr8	46051888	46037317	color=purple
Chr1	1436131	1450687	Chr9	1159285	1144718	color=purple
Chr1	13019151	13033676	Chr9	12145454	12130906	color=purple
Chr1	46147417	46161955	Chr9	25077177	25062651	color=purple
Chr1	53433963	53448491	Chr9	12082594	12068066	color=purple
Chr4	18720869	18735431	Chr9	22648348	22633785	color=purple
Chr4	23417229	23431818	Chr9	22648355	22633778	color=purple
Chr4	55875110	55889659	Chr9	22648349	22633785	color=purple
Chr6	51647361	51661925	Chr9	1159285	1144716	color=purple
Chr3	48545455	48559978	Chr9	25077160	25062651	color=purple
